zi,index,ini,fin,tone
潯,15224,y,in,2
澅,15225,h,ua,4
漽,15226,t,i,2
潺,15227,ch,an,2
漒,15228,q,iang,2
潠,15229,s,un,4
潠,15229,x,un,4
澄,15230,ch,eng,2
澄,15230,d,eng,4
潑,15231,b,o,1
潑,15231,p,o,1
潏,15232,y,u,4
潏,15232,sh,u,4
潏,15232,f,u,2
潏,15232,j,ue,2
憢,15233,j,iao,1
憢,15233,x,iao,1
憤,15234,f,en,4
憤,15234,ch,i,1
憘,15235,x,i,3
憘,15235,x,i,1
憘,15235,d,ou,1
憉,15236,p,eng,2
懂,15237,d,ong,3
憽,15238,s,ong,1
憓,15239,h,ui,4
憛,15240,t,an,2
憟,15241,m,eng,2
憟,15241,s,u,4
墯,15242,d,uo,4
憭,15243,l,iao,2
憭,15243,l,iao,3
憯,15244,c,an,3
憪,15245,x,ian,2
憪,15245,x,ian,4
憫,15246,m,in,3
憬,15247,j,ing,3
憒,15248,k,ui,4
憚,15249,d,a,2
憚,15249,d,an,4
憚,15249,ch,an,3
憮,15250,w,u,3
憮,15250,w,u,2
憍,15251,j,iao,1
憍,15251,q,ie,4
憡,15252,c,e,4
憡,15252,j,i,4
懏,15253,j,un,4
憔,15254,q,iao,2
懊,15255,,ao,4
懊,15255,y,u,4
憣,15256,f,an,1
憱,15257,c,u,4
憞,15258,d,ui,4
憞,15258,d,un,4
憞,15258,t,un,1
憞,15258,w,u,4
憧,15259,ch,ong,1
憧,15259,zh,uang,4
憐,15260,l,ian,2
憎,15261,z,eng,1
憦,15262,n,i,3
憦,15262,l,ao,2
憦,15262,l,ao,4
憳,15263,t,an,3
憕,15264,ch,eng,2
憕,15264,d,eng,4
憕,15264,zh,eng,4
憰,15265,j,ue,2
賨,15266,c,ong,2
翧,15267,x,uan,1
翧,15267,t,uo,4
寭,15268,h,ui,4
戭,15269,y,an,3
戭,15269,y,ou,3
寮,15270,l,iao,2
寮,15270,y,u,2
寫,15271,x,ie,3
寫,15271,x,ie,4
寯,15272,j,un,4
窴,15273,y,an,3
窴,15273,d,ian,1
窴,15273,t,ian,2
審,15274,p,an,2
審,15274,sh,en,3
審,15274,zh,uo,2
窱,15275,t,iao,3
窮,15276,h,ua,2
窮,15276,q,iong,2
窮,15276,x,u,1
窳,15277,y,u,3
窳,15277,y,u,2
窰,15278,y,ao,2
窯,15279,q,ian,3
窯,15279,q,iao,1
窯,15279,y,ao,2
窯,15279,y,ao,4
窲,15280,ch,ao,2
寪,15281,w,ei,3
寪,15281,w,ei,2
寪,15281,s,ou,4
额,15282,,e,2
鞌,15283,,an,1
頞,15284,,an,4
頞,15284,,e,4
冪,15285,m,i,4
谳,15286,y,an,4
翩,15287,g,e,2
翩,15287,p,ian,1
鳸,15288,h,u,4
鳸,15288,m,iao,2
褠,15289,g,ou,1
褤,15290,l,ie,3
褤,15290,y,uan,2
褤,15290,y,uan,4
褳,15291,l,ian,2
褥,15292,n,u,4
褥,15292,r,u,4
褴,15293,x,ie,4
褴,15293,l,an,2
襅,15294,b,i,4
褟,15295,t,a,1
褫,15296,ch,i,3
褫,15296,l,i,2
褯,15297,j,ie,4
褲,15298,k,u,4
褲,15298,l,i,2
褵,15299,l,i,2
褣,15300,r,ong,2
褦,15301,n,ai,4
褬,15302,s,ang,3
禥,15303,q,i,2
禩,15304,s,i,4
禤,15305,j,ia,1
禤,15305,x,uan,1
谴,15306,q,ian,3
鹤,15307,h,e,4
谵,15308,zh,e,1
谵,15308,zh,an,1
鴆,15309,zh,en,4
憨,15310,h,an,1
蝨,15311,sh,i,1
蝨,15311,z,uo,4
犚,15312,t,ong,2
犚,15312,w,ei,4
熨,15313,w,ei,4
熨,15313,y,u,4
熨,15313,y,un,4
慰,15314,w,ei,4
遲,15315,ch,i,2
遲,15315,zh,i,4
劈,15316,l,i,2
劈,15316,p,i,1
劈,15316,p,i,3
屧,15317,x,ie,4
屧,15317,q,in,2
履,15318,l,v,3
屦,15319,j,u,4
鴂,15320,g,ui,1
鴂,15320,j,ue,2
鴂,15320,x,iong,1
層,15321,c,eng,2
彈,15322,d,an,4
彈,15322,f,eng,1
彈,15322,l,i,3
彈,15322,t,an,2
選,15323,sh,ua,1
選,15323,s,uan,4
選,15323,x,uan,3
選,15323,x,uan,4
韐,15324,d,a,2
韐,15324,g,e,2
銺,15325,j,ue,2
銺,15325,z,ang,4
槳,15326,j,iang,3
槳,15326,j,iang,1
獎,15327,j,iang,3
漿,15328,d,un,1
漿,15328,j,iang,1
漿,15328,j,iang,4
牅,15329,y,i,1
牅,15329,y,ong,1
險,15330,j,ian,3
險,15330,,er,3
險,15330,x,ian,3
險,15330,y,an,2
隦,15331,j,iao,3
隦,15331,p,i,2
嬈,15332,r,ao,3
嬈,15332,y,ao,3
嬈,15332,m,an,3
嬈,15332,r,ao,2
嬉,15333,x,i,1
嬉,15333,x,i,3
嬉,15333,g,ou,1
嬄,15334,y,i,1
嬞,15335,d,ong,3
嫴,15336,g,u,1
嫴,15336,sh,i,4
嫽,15337,l,ao,3
嫽,15337,l,iao,2
嫽,15337,l,iao,3
嫽,15337,l,iao,4
嫽,15337,sh,i,i
嫻,15338,x,ian,2
嫺,15339,x,ian,2
嬇,15340,k,ui,4
嬋,15341,ch,an,2
嬍,15342,m,ei,3
嬍,15342,x,ian,1
嫼,15343,h,uang,4
嫼,15343,m,o,4
嫵,15344,t,i,4
嫵,15344,w,u,3
嬌,15345,j,iao,1
嫶,15346,j,i,1
嫶,15346,j,iao,1
嫶,15346,q,iao,2
嬆,15347,l,ong,2
嬆,15347,x,i,1
嬏,15348,f,an,1
嬀,15349,g,ui,1
嬎,15350,m,o,4
嬎,15350,f,u,4
嬎,15350,f,an,4
嬂,15351,zh,i,2
嫸,15352,sh,ui,3
嫸,15352,zh,an,3
嫾,15353,l,ian,2
嬘,15354,s,ui,4
嫿,15355,h,ua,4
駑,15356,n,u,2
嬁,15357,d,eng,1
駕,15358,j,ia,4
駕,15358,j,ia,1
勰,15359,x,ie,2
頨,15360,b,ian,4
頨,15360,j,i,1
頨,15360,q,i,3
頨,15360,y,u,3
翨,15361,b,an,3
翨,15361,ch,i,4
翫,15362,w,an,4
翫,15362,w,an,2
翫,15362,k,e,1
翭,15363,h,ou,2
戮,15364,l,u,4
翪,15365,z,ong,1
翬,15366,h,ui,1
邆,15367,f,ou,3
邆,15367,f,u,4
邆,15367,t,eng,2
遹,15368,y,u,4
遹,15368,y,u,2
蝥,15369,m,ao,2
蝥,15369,w,u,2
蝥,15369,w,u,4
豫,15370,q,ian,2
豫,15370,sh,u,1
豫,15370,x,ie,4
豫,15370,y,u,4
毿,15371,s,an,1
缬,15372,c,ui,1
缬,15372,x,ie,2
缭,15373,l,iao,2
缭,15373,q,iu,4
缭,15373,s,ou,1
缭,15373,s,ou,3
缭,15373,s,u,4
缮,15374,t,i,4
缮,15374,sh,an,4
缯,15375,z,eng,4
缯,15375,z,eng,1
缯,15375,y,u,2
缯,15375,sh,u,4
骣,15376,ch,an,3
骣,15376,y,i,4
緖,15377,x,u,4
縙,15378,r,ong,4
縙,15378,s,ui,4
縙,15378,r,ong,2
縙,15378,r,ong,3
緙,15379,k,e,4
緤,15380,x,ie,4
緤,15380,y,e,4
緗,15381,x,iang,1
緸,15382,y,in,1
練,15383,l,ian,4
練,15383,h,uo,4
緘,15384,j,ian,1
縅,15385,zh,i,3
縅,15385,w,ei,1
緾,15386,ch,an,2
緾,15386,j,u,2
緬,15387,m,ian,3
緛,15388,k,ui,4
緛,15388,r,uan,3
緛,15388,r,uan,4
緽,15389,ch,eng,1
緹,15390,t,i,2
緲,15391,m,iao,3
緝,15392,j,i,1
緝,15392,j,i,2
緝,15392,q,i,1
緝,15392,q,i,4
縄,15393,sh,eng,2
緼,15394,w,en,1
緼,15394,y,un,1
緼,15394,y,un,4
緭,15395,w,ei,4
緦,15396,s,i,1
緦,15396,m,i,4
縎,15397,g,u,3
縎,15397,h,u,2
緟,15398,b,in,1
緟,15398,ch,ong,2
緟,15398,zh,ong,4
緮,15399,f,u,4
緞,15400,d,uan,4
緶,15401,sh,an,4
緶,15401,p,ian,2
緶,15401,b,ian,3
緶,15401,b,ian,4
緥,15402,b,ao,3
緥,15402,y,i,4
線,15403,x,ian,4
緱,15404,g,ou,1
緱,15404,g,ui,1
縋,15405,zh,ui,4
緰,15406,y,u,2
緰,15406,x,u,1
緰,15406,sh,u,1
緰,15406,t,ou,1
緰,15406,t,ou,2
緩,15407,h,uan,3
緵,15408,z,ong,1
緵,15408,z,ong,4
緫,15409,c,ong,1
緫,15409,z,ong,3
締,15410,d,i,4
縒,15411,c,i,1
縒,15411,c,uo,4
縒,15411,s,uo,3
緧,15412,q,iu,1
緧,15412,x,ie,4
縌,15413,n,i,4
縂,15414,x,ian,1
縂,15414,z,ong,3
縆,15415,g,eng,1
縆,15415,g,eng,4
緪,15416,g,eng,4
緪,15416,g,eng,1
縇,15417,x,uan,1
緷,15418,g,un,3
緷,15418,y,un,4
編,15419,b,ian,1
編,15419,b,ian,3
編,15419,b,ian,4
縁,15420,y,uan,2
縀,15421,x,ie,2
縀,15421,x,ia,2
緡,15422,h,un,2
緡,15422,l,ou,2
緡,15422,l,ou,4
緡,15422,m,ian,2
緡,15422,m,in,2
緡,15422,m,in,3
緯,15423,w,ei,3
縃,15424,x,u,1
緿,15425,d,u,1
緿,15425,d,ai,4
緣,15426,y,uan,2
緣,15426,y,uan,4
畿,15427,f,ei,3
畿,15427,j,i,1
巤,15428,l,ie,4
耩,15429,j,iang,3
耨,15430,z,uo,3
耨,15430,n,ou,4
耪,15431,p,ang,3
璢,15432,l,iu,2
璥,15433,j,ing,3
璤,15434,h,ui,4
璙,15435,f,u,4
璙,15435,l,iao,2
虣,15436,b,ao,4
璞,15437,p,u,2
靜,15438,j,ing,4
璟,15439,j,ing,3
靛,15440,x,ia,2
靛,15440,d,ian,4
璝,15441,g,ui,1
璝,15441,zh,an,1
璑,15442,sh,u,3
璑,15442,w,u,2
璠,15443,f,an,2
麺,15444,m,ian,4
璘,15445,g,uo,3
璘,15445,l,in,2
璲,15446,s,ui,4
璔,15447,q,iu,2
璔,15447,z,eng,1
璭,15448,g,uan,3
璭,15448,g,un,4
璕,15449,q,i,1
璕,15449,x,un,2
聱,15450,,ao,2
聱,15450,y,ou,2
螯,15451,,ao,2
璒,15452,d,eng,1
璚,15453,j,ue,2
璚,15453,m,ao,2
璚,15453,q,iong,2
璏,15454,w,ei,4
璏,15454,zh,i,4
璣,15455,j,i,1
隷,15456,l,i,4
髻,15457,j,i,4
髻,15457,j,ie,2
髶,15458,r,ong,2
髶,15458,,er,4
髸,15459,g,ong,1
髵,15460,,er,2
髭,15461,z,i,1
髷,15462,q,u,1
髺,15463,k,uo,4
髺,15463,y,ue,4
髺,15463,n,ao,3
髹,15464,x,iu,1
髹,15464,ch,eng,2
鬇,15465,zh,eng,1
壒,15466,,ai,4
擭,15467,h,u,4
擭,15467,h,uo,4
擭,15467,w,o,4
擀,15468,g,an,3
壊,15469,h,uai,4
擜,15470,,e,4
墻,15471,q,iang,2
墻,15471,j,ie,2
壃,15472,j,iang,1
駥,15473,r,ong,2
駬,15474,,er,3
駬,15474,r,an,3
駤,15475,zh,i,4
駫,15476,j,iong,1
駧,15477,d,ong,4
駰,15478,y,in,1
駯,15479,zh,u,1
駪,15480,sh,en,1
駳,15481,d,an,4
駩,15482,q,uan,1
駩,15482,q,uan,2
駣,15483,t,ao,2
駨,15484,x,un,2
駨,15484,x,un,1
駨,15484,x,uan,1
駨,15484,x,uan,4
駱,15485,j,ia,4
駱,15485,l,uo,4
駮,15486,b,o,2
駭,15487,h,ai,4
駢,15488,p,ian,2
駲,15489,zh,ou,1
撼,15490,h,an,4
擓,15491,l,ie,4
擓,15491,k,uai,3
擓,15491,,er,2
擂,15492,l,ei,1
擂,15492,l,ei,2
擂,15492,l,ei,4
鴊,15493,zh,eng,4
趧,15494,t,i,2
趦,15495,z,i,1
趥,15496,c,u,4
趥,15496,q,iu,1
壉,15497,j,u,4
據,15498,j,u,1
據,15498,j,u,4
據,15498,zh,uan,3
擄,15499,l,u,3
歕,15500,p,en,1
擈,15501,p,u,3
擈,15501,x,iong,4
擈,15501,p,u,1
壋,15502,d,ang,4
壋,15502,sh,u,3
擋,15503,d,ang,3
擋,15503,d,ang,4
擋,15503,w,ang,4
擝,15504,m,eng,1
擝,15504,zh,uan,3
擃,15505,n,ang,3
操,15506,c,ao,1
操,15506,ch,e,3
敼,15507,y,i,3
歖,15508,x,i,3
歖,15508,y,i,3
熹,15509,w,u,1
熹,15509,x,i,1
憙,15510,x,i,3
憙,15510,x,i,1
甏,15511,b,eng,4
墿,15512,y,i,4
墿,15512,t,u,2
擇,15513,zh,ai,2
擇,15513,y,i,4
擇,15513,z,e,2
擐,15514,h,uan,4
擐,15514,j,uan,3
擐,15514,j,ue,2
擐,15514,x,uan,1
夁,15515,y,i,1
擉,15516,ch,uo,4
擌,15517,s,e,4
擳,15518,zh,i,4
擳,15518,g,ong,3
擳,15518,j,ie,2
頳,15519,ch,eng,1
赬,15520,ch,eng,1
赬,15520,x,ian,4
赮,15521,x,u,4
赮,15521,x,ia,2
墽,15522,q,iao,1
墽,15522,q,iao,4
墽,15522,,ao,2
墽,15522,c,an,1
撽,15523,j,i,1
撽,15523,q,iao,4
撽,15523,y,ao,1
燅,15524,x,un,2
撿,15525,j,ian,3
撿,15525,l,ian,4
擔,15526,x,u,1
擔,15526,sh,an,4
擔,15526,,er,2
擔,15526,d,an,1
擔,15526,d,an,4
壇,15527,d,an,4
壇,15527,sh,an,4
壇,15527,t,an,2
壇,15527,t,an,3
擅,15528,sh,an,4
壈,15529,p,u,2
壈,15529,l,an,3
壌,15530,r,ang,3
壌,15530,b,u,3
擁,15531,y,ong,1
擞,15532,s,ou,3
擞,15532,s,ou,4
螜,15533,h,u,2
糓,15534,g,ou,4
糓,15534,g,u,3
縠,15535,h,u,2
壀,15536,p,i,2
擗,15537,p,i,3
擗,15537,b,o,4
磬,15538,q,ing,3
磬,15538,q,ing,4
磬,15538,y,i,2
聬,15539,w,eng,1
聬,15539,w,eng,3
褧,15540,j,iong,3
鄹,15541,z,ou,1
鄹,15541,j,u,4
颞,15542,n,ie,4
颞,15542,l,iu,2
聮,15543,l,ian,2
蕻,15544,h,ong,2
蕻,15544,h,ong,4
蕻,15544,sh,eng,1
蕼,15545,s,i,4
薳,15546,w,ei,3
薳,15546,y,uan,1
薳,15546,y,uan,3
薣,15547,g,u,3
薔,15548,q,iang,2
薔,15548,s,e,4
鞕,15549,b,ian,1
鞕,15549,y,ing,4
鞘,15550,q,iao,4
鞘,15550,sh,ao,1
鞓,15551,t,ing,1
鞙,15552,x,uan,4
鞙,15552,x,uan,1
鞙,15552,j,uan,1
鞙,15552,l,ian,2
鞖,15553,s,ui,1
鞔,15554,m,an,2
鞔,15554,m,en,4
薑,15555,j,iang,1
燕,15556,y,an,1
燕,15556,y,an,4
黇,15557,t,ian,1
黈,15558,t,ou,3
薽,15559,zh,en,1
颟,15560,m,an,1
薤,15561,x,ie,4
薚,15562,l,iao,2
薚,15562,t,ang,1
薞,15563,s,un,1
蕾,15564,l,ei,3
蕶,15565,l,ing,2
薉,15566,h,ui,4
薒,15567,c,an,4
蟇,15568,m,a,2
蕗,15569,l,u,4
蕗,15569,y,uan,2
薗,15570,y,uan,2
蕽,15571,j,ie,2
蕽,15571,n,ong,2
薯,15572,sh,u,3
薥,15573,zh,u,2
薥,15573,sh,u,3
薨,15574,h,ong,1
薎,15575,ch,i,3
薎,15575,m,ie,4
薙,15576,t,i,4
薙,15576,zh,i,4
薐,15577,l,eng,2
薭,15578,b,ai,4
薭,15578,y,a,2
薫,15579,x,un,1
藇,15580,x,u,1
藇,15580,x,u,4
藇,15580,y,u,2
藇,15580,y,u,3
藇,15580,y,u,4
薬,15581,ch,ou,4
薬,15581,y,ao,4
薂,15582,x,iao,4
薂,15582,x,i,2
薛,15583,x,ue,1
薛,15583,y,u,1
薇,15584,w,ei,1
薟,15585,k,an,4
薟,15585,l,ian,3
薟,15585,x,ian,1
薟,15585,y,an,2
薈,15586,h,ui,4
鴱,15587,b,in,1
鴱,15587,,ai,4
薆,15588,,ai,4
薍,15589,l,uan,4
薍,15589,w,an,4
薝,15590,zh,an,1
薊,15591,j,i,1
薊,15591,j,i,4
薊,15591,z,e,2
檠,15592,h,ua,4
檠,15592,j,ing,4
檠,15592,q,ing,2
擎,15593,n,ai,4
擎,15593,q,ing,2
憼,15594,j,ing,3
憼,15594,j,ing,4
薢,15595,k,uang,2
薢,15595,x,ie,4
薧,15596,h,ao,1
薧,15596,k,ao,3
薕,15597,l,ian,2
薦,15598,j,ian,4
薋,15599,c,i,2
薋,15599,z,an,3
薋,15599,zh,i,4
薋,15599,z,i,1
薪,15600,x,in,1
薏,15601,j,iu,4
薏,15601,y,i,4
蕹,15602,y,ong,1
蕹,15602,w,eng,4
蕹,15602,h,uan,2
薮,15603,s,ou,3
薮,15603,zh,uo,2
薠,15604,b,ian,3
薠,15604,b,ian,4
薠,15604,f,an,2
蕿,15605,w,ang,3
蕿,15605,x,uan,1
薄,15606,b,u,4
薄,15606,b,o,4
薄,15606,b,ao,2
薄,15606,b,o,2
薀,15607,y,un,4
薃,15608,h,ao,4
薃,15608,h,u,1
薓,15609,sh,en,1
颠,15610,d,ian,1
螒,15611,h,an,4
螒,15611,z,uo,2
翰,15612,h,an,4
蕭,15613,x,iao,1
噩,15614,,e,4
頤,15615,y,i,2
鴣,15616,g,u,1
鴣,15616,l,i,4
薜,15617,p,i,4
薜,15617,b,o,2
薜,15617,b,o,4
薜,15617,b,i,4
薜,15617,b,ai,4
兣,15618,l,i,3
薩,15619,s,a,4
薅,15620,h,ao,1
蕷,15621,y,u,4
樲,15622,,er,4
樲,15622,f,an,2
樲,15622,zh,i,4
橈,15623,zh,ou,1
橈,15623,n,ao,2
橈,15623,r,ao,2
樾,15624,h,eng,1
樾,15624,y,ue,4
橨,15625,f,ei,4
橨,15625,f,en,2
橨,15625,f,en,4
樹,15626,sh,u,4
橲,15627,y,ou,3
橲,15627,x,i,3
橽,15628,t,a,4
橫,15629,d,eng,4
橫,15629,h,eng,2
橫,15629,h,eng,4
橫,15629,t,eng,2
橵,15630,j,ian,4
橵,15630,s,an,n
橵,15630,z,an,1
橊,15631,l,iu,2
檧,15632,g,an,3
檧,15632,s,ong,1
橶,15633,j,i,2
橶,15633,j,i,3
橭,15634,g,u,1
橭,15634,x,i,1
樷,15635,c,ong,2
橞,15636,h,ui,4
橞,15636,y,u,2
橝,15637,x,in,2
橝,15637,w,ei,4
橝,15637,d,ian,4
橝,15637,t,an,2
橱,15638,ch,u,2
橱,15638,sh,eng,2
橛,15639,j,ue,2
橑,15640,l,ao,3
橑,15640,l,iao,2
橒,15641,y,un,2
橬,15642,q,ian,2
橬,15642,q,in,2
橬,15642,w,ei,1
橴,15643,,ai,2
橴,15643,z,i,3
樸,15644,p,u,2
樸,15644,p,u,3
樸,15644,t,an,1
橖,15645,ch,eng,1
橖,15645,t,ang,2
橖,15645,b,ei,1
橕,15646,ch,eng,1
橕,15646,h,u,1
樶,15647,z,ui,1
檙,15648,ch,eng,2
檙,15648,t,a,4
檝,15649,j,i,2
檝,15649,t,eng,2
橍,15650,d,iao,1
橍,15650,r,un,4
橍,15650,d,ao,1
橸,15651,j,ing,1
橸,15651,r,uo,4
橌,15652,x,ian,4
橌,15652,x,ie,4
樻,15653,g,ui,4
樻,15653,k,ui,4
螙,15654,d,u,4
螙,15654,q,u,2
樿,15655,sh,an,4
橅,15656,m,o,2
橇,15657,q,iao,1
橋,15658,b,ai,4
橋,15658,j,iao,1
橋,15658,j,iao,3
橋,15658,j,iao,4
橋,15658,q,iao,1
橋,15658,q,iao,2
橁,15659,ch,un,1
檇,15660,l,u,4
檇,15660,z,ui,4
樵,15661,h,ang,2
樵,15661,q,iao,2
橰,15662,g,ao,1
橷,15663,d,ou,1
橷,15663,g,ou,1
橎,15664,f,an,3
橎,15664,f,an,2
燓,15665,f,en,2
燓,15665,y,ue,4
憖,15666,x,in,4
憖,15666,y,in,2
憖,15666,y,in,4
憗,15667,y,in,4
麮,15668,q,u,4
麭,15669,p,ao,4
麬,15670,f,u,1
檎,15671,q,in,2
橓,15672,sh,un,4
橳,15673,sh,eng,4
橹,15674,l,u,3
橪,15675,r,an,3
橪,15675,y,an,1
橮,15676,l,iu,3
橔,15677,t,ui,2
橔,15677,d,un,1
橠,15678,x,ing,1
橠,15678,n,uo,3
橠,15678,n,uo,2
橦,15679,ch,ong,1
橦,15679,ch,uang,2
橦,15679,t,ong,2
橦,15679,zh,ong,1
樴,15680,t,ong,2
樴,15680,y,i,4
樴,15680,zh,i,2
橀,15681,x,i,1
橏,15682,zh,an,3
橏,15682,w,ei,2
橏,15682,j,ian,3
橏,15682,j,in,1
檨,15683,sh,e,1
橉,15684,l,in,4
樽,15685,z,un,1
橂,15686,d,ian,4
檤,15687,d,ao,4
檖,15688,s,ui,4
檖,15688,f,an,1
橧,15689,c,eng,2
橧,15689,j,i,2
橧,15689,z,eng,1
橩,15690,q,iong,2
橩,15690,y,ing,4
橯,15691,l,ao,4
橯,15691,p,ai,2
橣,15692,q,i,4
橣,15692,n,ing,3
橣,15692,n,ing,2
樳,15693,w,u,2
樳,15693,x,un,2
橺,15694,j,ian,n
橺,15694,x,ian,4
樨,15695,x,i,1
樼,15696,zh,en,1
橻,15697,zh,ao,1
橻,15697,c,u,1
橻,15697,ch,u,u
橙,15698,ch,en,2
橙,15698,ch,eng,2
橙,15698,d,eng,4
橃,15699,f,a,2
橃,15699,f,ei,4
壄,15700,y,e,3
橘,15701,j,u,2
橘,15701,d,ing,4
橼,15702,g,ong,4
橼,15702,y,uan,2
機,15703,j,i,1
輳,15704,c,ou,4
輻,15705,f,u,2
輱,15706,k,an,4
輱,15706,j,ue,2
輱,15706,x,ian,2
輭,15707,r,uan,3
輭,15707,,er,2
輺,15708,z,i,1
輰,15709,y,ang,2
輯,15710,j,i,2
輯,15710,k,en,3
輼,15711,w,en,1
輼,15711,y,un,1
輵,15712,q,ie,4
輵,15712,y,a,4
輵,15712,g,e,2
輵,15712,,e,4
輲,15713,ch,uan,2
輹,15714,b,u,2
輹,15714,f,u,4
磛,15715,ch,an,2
磛,15715,s,i,4
輴,15716,ch,un,1
輴,15716,sh,un,3
輸,15717,sh,u,1
輸,15717,sh,u,4
輷,15718,h,ong,1
輶,15719,y,ou,2
墼,15720,j,i,1
輮,15721,r,ou,2
輮,15721,r,ou,3
輮,15721,zh,an,4
頼,15722,l,ai,4
整,15723,zh,eng,3
賴,15724,l,ai,4
橐,15725,t,uo,2
橐,15725,d,u,4
橐,15725,l,uo,4
覧,15726,l,an,3
融,15727,r,ong,2
翮,15728,h,e,2
翮,15728,l,i,4
鋻,15729,j,ian,4
鋻,15729,j,ian,1
鋻,15729,k,uo,4
頭,15730,t,ou,2
頭,15730,t,ou,u
瓢,15731,p,iao,2
醛,15732,ch,uo,4
醛,15732,q,uan,2
醐,15733,h,u,2
醎,15734,j,ian,3
醎,15734,l,iu,4
醎,15734,x,ian,2
醍,15735,t,i,3
醍,15735,t,i,2
醖,15736,y,un,4
醒,15737,ch,eng,2
醒,15737,j,ing,1
醒,15737,l,ing,2
醒,15737,x,ing,3
醙,15738,s,ou,1
醜,15739,ch,ou,3
醜,15739,l,ing,2
醕,15740,ch,un,2
醝,15741,l,i,4
醝,15741,c,uo,1
醝,15741,c,uo,3
醚,15742,l,ing,2
醚,15742,m,i,2
醓,15743,m,an,2
醓,15743,m,an,4
醓,15743,t,an,3
醑,15744,s,uan,1
醑,15744,x,u,3
醗,15745,p,o,4
醗,15745,f,a,1
醗,15745,p,o,1
攳,15746,x,un,2
瑿,15747,y,i,1
瞖,15748,y,i,4
鹥,15749,y,i,1
鹥,15749,w,ei,1
勵,15750,l,i,4
觱,15751,q,u,1
觱,15751,b,i,4
匴,15752,s,uan,3
磧,15753,q,i,4
磡,15754,g,u,3
磡,15754,k,an,4
磺,15755,ch,uo,4
磺,15755,g,ong,3
磺,15755,h,uang,2
磺,15755,k,uang,4
磺,15755,n,uo,4
磚,15756,n,uo,4
磚,15756,t,uan,2
磚,15756,t,uo,2
磚,15756,zh,uan,1
磦,15757,b,iao,1
磦,15757,j,iao,1
磭,15758,zh,i,4
磭,15758,ch,uo,4
磩,15759,zh,u,2
磩,15759,q,i,4
磩,15759,x,i,3
磢,15760,ch,uang,3
磢,15760,h,un,4
磠,15761,l,u,3
磥,15762,l,ei,2
磥,15762,l,ei,3
磪,15763,sh,ao,3
磪,15763,sh,ao,4
磪,15763,c,ui,1
磮,15764,l,un,2
磞,15765,p,eng,1
磞,15765,p,eng,4
磫,15766,z,ong,1
磜,15767,q,i,1
磜,15767,q,i,4
磲,15768,q,u,2
磖,15769,l,a,2
磖,15769,t,uo,2
磖,15769,l,a,1
磟,15770,l,iu,4
磟,15770,l,u,4
磟,15770,y,i,2
磣,15771,c,a,4
磣,15771,ch,en,3
磣,15771,p,a,2
靦,15772,zh,ai,1
靦,15772,t,ian,3
靦,15772,m,ian,3
歷,15773,l,i,4
歷,15773,m,ou,2
曆,15774,ch,eng,2
曆,15774,l,i,4
赝,15775,t,a,4
赝,15775,y,an,4
奯,15776,h,uo,4
橜,15777,j,ue,2
橜,15777,n,uo,2
憠,15778,j,ue,2
奮,15779,f,en,4
頰,15780,j,ia,2
飙,15781,b,iao,1
豮,15782,ch,ang,2
豮,15782,f,en,2
豱,15783,m,o,2
豱,15783,w,en,1
豭,15784,j,ia,1
豭,15784,sh,ao,1
殪,15785,y,i,4
殩,15786,c,uan,4
殨,15787,h,ui,4
殨,15787,k,ui,4
殫,15788,d,an,1
殧,15789,j,iu,4
霕,15790,t,un,2
霒,15791,n,ang,3
霒,15791,y,in,1
霙,15792,y,ing,1
霙,15792,y,ang,1
霖,15793,ch,ong,2
霖,15793,l,in,2
霋,15794,q,i,1
霏,15795,f,ei,1
霓,15796,n,i,2
霍,15797,h,uo,4
霍,15797,s,uo,3
霍,15797,d,ong,1
霍,15797,h,e,4
霌,15798,y,ue,1
霌,15798,zh,ou,1
霎,15799,sh,a,4
霑,15800,zh,an,1
霗,15801,l,ing,2
霔,15802,sh,u,4
霔,15802,zh,u,4
霐,15803,h,ong,2
螶,15804,q,u,2
螶,15804,q,iao,1
螶,15804,j,u,4
錾,15805,j,iang,3
錾,15805,z,an,4
辙,15806,zh,e,2
辚,15807,f,u,1
辚,15807,g,ui,1
辚,15807,l,in,2
虦,15808,zh,an,4
臻,15809,zh,en,1
臻,15809,m,i,3
頸,15810,g,eng,3
頸,15810,j,ing,3
鬨,15811,h,ong,4
鬨,15811,x,iang,4
錖,15812,d,u,2
冀,15813,j,i,4
頻,15814,p,in,2
頻,15814,h,an,1
頻,15814,b,in,1
頻,15814,b,ie,2
齓,15815,ch,en,4
頥,15816,y,i,2
鹾,15817,c,uo,2
鹾,15817,n,a,4
鹷,15818,l,ing,2
鹷,15818,w,ei,3
韰,15819,t,uo,1
韰,15819,x,ie,4
餐,15820,c,an,1
餐,15820,s,un,1
叡,15821,r,ui,4
鬳,15822,y,an,4
鬳,15822,zh,ui,3
遽,15823,j,u,4
遽,15823,q,u,2
戱,15824,x,i,4
戱,15824,h,u,1
皻,15825,c,u,3
皻,15825,zh,a,1
盧,15826,ch,i,3
盧,15826,l,ei,2
盧,15826,l,u,2
盧,15826,l,v,2
虥,15827,zh,an,4
虤,15828,y,an,2
黺,15829,f,en,3
氅,15830,ch,ang,3
瞔,15831,j,ie,4
瞔,15831,z,e,2
瞡,15832,g,ui,1
瞡,15832,g,ui,3
瞞,15833,x,iong,2
